Comment ID,comment,sentiment
8599,Great explanation!,Positive
8600,Superb content!,Positive
8601,Really appreciate this.,Positive
8602,Really bad.,Negative
8603,I neither liked nor disliked it.,Neutral
8604,Very poor explanation.,Negative
8605,Would not recommend.,Negative
8606,This was amazing!,Positive
8607,Just average.,Neutral
8608,Would not recommend.,Negative
8609,I'm disappointed.,Negative
8610,Not helpful at all.,Negative
8611,Highly recommended!,Positive
8612,It's okay.,Neutral
8613,I neither liked nor disliked it.,Neutral
8614,This was amazing!,Positive
8615,Really bad.,Negative
8616,Really bad.,Negative
8617,Nothing special.,Neutral
8618,Highly recommended!,Positive
8619,I hated it.,Negative
8620,Just average.,Neutral
8621,I absolutely loved this!,Positive
8622,Neutral feelings about this.,Neutral
8623,This was amazing!,Positive
8624,So-so experience.,Neutral
8625,Excellent quality.,Positive
8626,Would not recommend.,Negative
8627,Excellent quality.,Positive
8628,Excellent quality.,Positive
8629,This made my day better.,Positive
8630,It’s decent.,Neutral
8631,So-so experience.,Neutral
8632,So-so experience.,Neutral
8633,Nothing special.,Neutral
8634,It's okay.,Neutral
8635,Just average.,Neutral
8636,Highly recommended!,Positive
8637,So-so experience.,Neutral
8638,Waste of time.,Negative
8639,Very poor explanation.,Negative
8640,Worst experience ever.,Negative
8641,Not helpful at all.,Negative
8642,Not helpful at all.,Negative
8643,I absolutely loved this!,Positive
8644,So-so experience.,Neutral
8645,So-so experience.,Neutral
8646,Completely useless.,Negative
8647,So-so experience.,Neutral
8648,This was amazing!,Positive
8649,Excellent quality.,Positive
8650,"Very helpful, thanks!",Positive
8651,Not helpful at all.,Negative
8652,Neutral feelings about this.,Neutral
8653,It's okay.,Neutral
8654,Really bad.,Negative
8655,I neither liked nor disliked it.,Neutral
8656,"Very helpful, thanks!",Positive
8657,It's okay.,Neutral
8658,Superb content!,Positive
8659,Waste of time.,Negative
8660,I'm disappointed.,Negative
8661,This was amazing!,Positive
8662,Brilliant work!,Positive
8663,Completely useless.,Negative
8664,This made my day better.,Positive
8665,Neutral feelings about this.,Neutral
8666,Brilliant work!,Positive
8667,Superb content!,Positive
8668,It’s decent.,Neutral
8669,I neither liked nor disliked it.,Neutral
8670,Neutral feelings about this.,Neutral
8671,Worst experience ever.,Negative
8672,"Could be better, could be worse.",Neutral
8673,Worst experience ever.,Negative
8674,I'm disappointed.,Negative
8675,Great explanation!,Positive
8676,Superb content!,Positive
8677,So-so experience.,Neutral
8678,Worst experience ever.,Negative
8679,"Could be better, could be worse.",Neutral
8680,I absolutely loved this!,Positive
8681,This is terrible.,Negative
8682,Really bad.,Negative
8683,Not helpful at all.,Negative
8684,So-so experience.,Neutral
8685,Excellent quality.,Positive
8686,It's okay.,Neutral
8687,I absolutely loved this!,Positive
8688,Just average.,Neutral
8689,Superb content!,Positive
8690,This made my day better.,Positive
8691,I absolutely loved this!,Positive
8692,Nothing special.,Neutral
8693,This made my day better.,Positive
8694,It’s alright.,Neutral
8695,This made my day better.,Positive
8696,This was amazing!,Positive
8697,Highly recommended!,Positive
8698,I absolutely loved this!,Positive
8699,Nothing special.,Neutral
8700,Neutral feelings about this.,Neutral
8701,Worst experience ever.,Negative
8702,Really appreciate this.,Positive
8703,Highly recommended!,Positive
8704,I absolutely loved this!,Positive
8705,I neither liked nor disliked it.,Neutral
8706,Worst experience ever.,Negative
8707,Worst experience ever.,Negative
8708,Worst experience ever.,Negative
8709,It’s decent.,Neutral
8710,I neither liked nor disliked it.,Neutral
8711,Waste of time.,Negative
8712,"Could be better, could be worse.",Neutral
8713,"Very helpful, thanks!",Positive
8714,I neither liked nor disliked it.,Neutral
8715,Very poor explanation.,Negative
8716,So-so experience.,Neutral
8717,Excellent quality.,Positive
8718,Not helpful at all.,Negative
8719,Really appreciate this.,Positive
8720,Really bad.,Negative
8721,This is terrible.,Negative
8722,Worst experience ever.,Negative
8723,Really appreciate this.,Positive
8724,Great explanation!,Positive
8725,Nothing special.,Neutral
8726,So-so experience.,Neutral
8727,Excellent quality.,Positive
8728,"Fine, I guess.",Neutral
8729,Would not recommend.,Negative
8730,Completely useless.,Negative
8731,Completely useless.,Negative
8732,Really appreciate this.,Positive
8733,Brilliant work!,Positive
8734,"Could be better, could be worse.",Neutral
8735,I hated it.,Negative
8736,Brilliant work!,Positive
8737,Worst experience ever.,Negative
8738,Really bad.,Negative
8739,Highly recommended!,Positive
8740,Highly recommended!,Positive
8741,This was amazing!,Positive
8742,Highly recommended!,Positive
8743,This is terrible.,Negative
8744,Highly recommended!,Positive
8745,Really bad.,Negative
8746,"Very helpful, thanks!",Positive
8747,This is terrible.,Negative
8748,"Could be better, could be worse.",Neutral
8749,"Could be better, could be worse.",Neutral
8750,I absolutely loved this!,Positive
8751,This is terrible.,Negative
8752,Superb content!,Positive
8753,Just average.,Neutral
8754,"Very helpful, thanks!",Positive
8755,It’s decent.,Neutral
8756,Excellent quality.,Positive
8757,This was amazing!,Positive
8758,Brilliant work!,Positive
8759,Really bad.,Negative
8760,This made my day better.,Positive
8761,This is terrible.,Negative
8762,"Fine, I guess.",Neutral
8763,Really bad.,Negative
8764,Really bad.,Negative
8765,Neutral feelings about this.,Neutral
8766,Completely useless.,Negative
8767,It’s decent.,Neutral
8768,Brilliant work!,Positive
8769,Superb content!,Positive
8770,Brilliant work!,Positive
8771,Highly recommended!,Positive
8772,Nothing special.,Neutral
8773,Superb content!,Positive
8774,Great explanation!,Positive
8775,This was amazing!,Positive
8776,It’s decent.,Neutral
8777,I absolutely loved this!,Positive
8778,It's okay.,Neutral
8779,Would not recommend.,Negative
8780,Highly recommended!,Positive
8781,It's okay.,Neutral
8782,"Fine, I guess.",Neutral
8783,Brilliant work!,Positive
8784,Really bad.,Negative
8785,"Very helpful, thanks!",Positive
8786,I absolutely loved this!,Positive
8787,This was amazing!,Positive
8788,Really bad.,Negative
8789,I neither liked nor disliked it.,Neutral
8790,Worst experience ever.,Negative
8791,Completely useless.,Negative
8792,Neutral feelings about this.,Neutral
8793,"Very helpful, thanks!",Positive
8794,Waste of time.,Negative
8795,Superb content!,Positive
8796,Nothing special.,Neutral
8797,"Could be better, could be worse.",Neutral
8798,Superb content!,Positive
8799,I neither liked nor disliked it.,Neutral
8800,Neutral feelings about this.,Neutral
8801,I'm disappointed.,Negative
8802,I absolutely loved this!,Positive
8803,Waste of time.,Negative
8804,"Could be better, could be worse.",Neutral
8805,Really bad.,Negative
8806,Brilliant work!,Positive
8807,Just average.,Neutral
8808,It’s alright.,Neutral
8809,Neutral feelings about this.,Neutral
8810,It’s decent.,Neutral
8811,"Could be better, could be worse.",Neutral
8812,"Fine, I guess.",Neutral
8813,"Could be better, could be worse.",Neutral
8814,"Fine, I guess.",Neutral
8815,Not helpful at all.,Negative
8816,Excellent quality.,Positive
8817,It’s decent.,Neutral
8818,Excellent quality.,Positive
8819,Great explanation!,Positive
8820,Great explanation!,Positive
8821,Very poor explanation.,Negative
8822,Superb content!,Positive
8823,I absolutely loved this!,Positive
8824,Great explanation!,Positive
8825,Really bad.,Negative
8826,Completely useless.,Negative
8827,"Fine, I guess.",Neutral
8828,It's okay.,Neutral
8829,This was amazing!,Positive
8830,"Could be better, could be worse.",Neutral
8831,This is terrible.,Negative
8832,Waste of time.,Negative
8833,Really appreciate this.,Positive
8834,Just average.,Neutral
8835,I absolutely loved this!,Positive
8836,Brilliant work!,Positive
8837,This was amazing!,Positive
8838,Worst experience ever.,Negative
8839,It’s decent.,Neutral
8840,Just average.,Neutral
8841,I absolutely loved this!,Positive
8842,Would not recommend.,Negative
8843,This made my day better.,Positive
8844,I absolutely loved this!,Positive
8845,This is terrible.,Negative
8846,It’s decent.,Neutral
8847,Great explanation!,Positive
8848,I hated it.,Negative
8849,"Very helpful, thanks!",Positive
8850,I absolutely loved this!,Positive
8851,Just average.,Neutral
8852,This was amazing!,Positive
8853,"Very helpful, thanks!",Positive
8854,Excellent quality.,Positive
8855,Just average.,Neutral
8856,Not helpful at all.,Negative
8857,It’s decent.,Neutral
8858,This is terrible.,Negative
8859,Would not recommend.,Negative
8860,Very poor explanation.,Negative
8861,Really bad.,Negative
8862,This was amazing!,Positive
8863,Completely useless.,Negative
8864,Would not recommend.,Negative
8865,Excellent quality.,Positive
8866,Really bad.,Negative
8867,I'm disappointed.,Negative
8868,"Could be better, could be worse.",Neutral
8869,Excellent quality.,Positive
8870,Nothing special.,Neutral
8871,I neither liked nor disliked it.,Neutral
8872,Really bad.,Negative
8873,"Could be better, could be worse.",Neutral
8874,So-so experience.,Neutral
8875,Superb content!,Positive
8876,"Very helpful, thanks!",Positive
8877,So-so experience.,Neutral
8878,It’s decent.,Neutral
8879,I'm disappointed.,Negative
8880,Would not recommend.,Negative
8881,Superb content!,Positive
8882,It’s decent.,Neutral
8883,Excellent quality.,Positive
8884,Really bad.,Negative
8885,Nothing special.,Neutral
8886,I'm disappointed.,Negative
8887,It’s alright.,Neutral
8888,"Fine, I guess.",Neutral
8889,Highly recommended!,Positive
8890,It’s alright.,Neutral
8891,Highly recommended!,Positive
8892,"Fine, I guess.",Neutral
8893,Really bad.,Negative
8894,I neither liked nor disliked it.,Neutral
8895,Just average.,Neutral
8896,Just average.,Neutral
8897,It's okay.,Neutral
8898,"Fine, I guess.",Neutral
8899,Not helpful at all.,Negative
8900,It’s alright.,Neutral
8901,I hated it.,Negative
8902,Waste of time.,Negative
8903,This was amazing!,Positive
8904,Nothing special.,Neutral
8905,Waste of time.,Negative
8906,It’s alright.,Neutral
8907,Worst experience ever.,Negative
8908,"Very helpful, thanks!",Positive
8909,This was amazing!,Positive
8910,"Could be better, could be worse.",Neutral
8911,"Very helpful, thanks!",Positive
8912,Neutral feelings about this.,Neutral
8913,"Very helpful, thanks!",Positive
8914,This is terrible.,Negative
8915,This was amazing!,Positive
8916,Great explanation!,Positive
8917,Neutral feelings about this.,Neutral
8918,I absolutely loved this!,Positive
8919,This was amazing!,Positive
8920,It's okay.,Neutral
8921,I neither liked nor disliked it.,Neutral
8922,Really bad.,Negative
8923,Worst experience ever.,Negative
8924,"Fine, I guess.",Neutral
8925,It's okay.,Neutral
8926,"Could be better, could be worse.",Neutral
8927,Nothing special.,Neutral
8928,This made my day better.,Positive
8929,"Very helpful, thanks!",Positive
8930,Completely useless.,Negative
8931,Very poor explanation.,Negative
8932,Just average.,Neutral
8933,Not helpful at all.,Negative
8934,This made my day better.,Positive
8935,This was amazing!,Positive
8936,It’s decent.,Neutral
8937,I neither liked nor disliked it.,Neutral
8938,Brilliant work!,Positive
8939,Highly recommended!,Positive
8940,This was amazing!,Positive
8941,"Could be better, could be worse.",Neutral
8942,Highly recommended!,Positive
8943,"Fine, I guess.",Neutral
8944,"Very helpful, thanks!",Positive
8945,Just average.,Neutral
8946,It's okay.,Neutral
8947,It’s alright.,Neutral
8948,This is terrible.,Negative
8949,"Could be better, could be worse.",Neutral
8950,Nothing special.,Neutral
8951,Highly recommended!,Positive
8952,Superb content!,Positive
8953,It’s decent.,Neutral
8954,It’s decent.,Neutral
8955,"Very helpful, thanks!",Positive
8956,Would not recommend.,Negative
8957,"Could be better, could be worse.",Neutral
8958,Superb content!,Positive
8959,Very poor explanation.,Negative
8960,This is terrible.,Negative
8961,Excellent quality.,Positive
8962,This made my day better.,Positive
8963,Superb content!,Positive
8964,Very poor explanation.,Negative
8965,Worst experience ever.,Negative
8966,I hated it.,Negative
8967,This made my day better.,Positive
8968,I absolutely loved this!,Positive
8969,Very poor explanation.,Negative
8970,Superb content!,Positive
8971,Great explanation!,Positive
8972,I neither liked nor disliked it.,Neutral
8973,"Could be better, could be worse.",Neutral
8974,So-so experience.,Neutral
8975,"Very helpful, thanks!",Positive
8976,I absolutely loved this!,Positive
8977,Worst experience ever.,Negative
8978,Would not recommend.,Negative
8979,Brilliant work!,Positive
8980,Worst experience ever.,Negative
8981,Really bad.,Negative
8982,It’s decent.,Neutral
8983,I absolutely loved this!,Positive
8984,Great explanation!,Positive
8985,Great explanation!,Positive
8986,Worst experience ever.,Negative
8987,Really appreciate this.,Positive
8988,I absolutely loved this!,Positive
8989,"Very helpful, thanks!",Positive
8990,"Fine, I guess.",Neutral
8991,Worst experience ever.,Negative
8992,Just average.,Neutral
8993,Really appreciate this.,Positive
8994,Great explanation!,Positive
8995,Nothing special.,Neutral
8996,This is terrible.,Negative
8997,I hated it.,Negative
8998,Superb content!,Positive
8999,This was amazing!,Positive
9000,Really appreciate this.,Positive
9001,Really bad.,Negative
9002,I neither liked nor disliked it.,Neutral
9003,Not helpful at all.,Negative
9004,Brilliant work!,Positive
9005,Very poor explanation.,Negative
9006,I absolutely loved this!,Positive
9007,This made my day better.,Positive
9008,It's okay.,Neutral
9009,So-so experience.,Neutral
9010,Worst experience ever.,Negative
9011,Great explanation!,Positive
9012,Not helpful at all.,Negative
9013,Really appreciate this.,Positive
9014,It's okay.,Neutral
9015,Just average.,Neutral
9016,I hated it.,Negative
9017,Highly recommended!,Positive
9018,This made my day better.,Positive
9019,Brilliant work!,Positive
9020,Highly recommended!,Positive
9021,Not helpful at all.,Negative
9022,Great explanation!,Positive
9023,Just average.,Neutral
9024,Completely useless.,Negative
9025,This is terrible.,Negative
9026,Waste of time.,Negative
9027,This was amazing!,Positive
9028,So-so experience.,Neutral
9029,So-so experience.,Neutral
9030,Would not recommend.,Negative
9031,This is terrible.,Negative
9032,Waste of time.,Negative
9033,Superb content!,Positive
9034,"Could be better, could be worse.",Neutral
9035,Really bad.,Negative
9036,It’s decent.,Neutral
9037,Great explanation!,Positive
9038,Brilliant work!,Positive
9039,It's okay.,Neutral
9040,"Very helpful, thanks!",Positive
9041,Excellent quality.,Positive
9042,Neutral feelings about this.,Neutral
9043,Not helpful at all.,Negative
9044,Neutral feelings about this.,Neutral
9045,Waste of time.,Negative
9046,Nothing special.,Neutral
9047,Waste of time.,Negative
9048,Not helpful at all.,Negative
9049,Excellent quality.,Positive
9050,"Could be better, could be worse.",Neutral
9051,This was amazing!,Positive
9052,I hated it.,Negative
9053,Great explanation!,Positive
9054,"Fine, I guess.",Neutral
9055,Great explanation!,Positive
9056,Neutral feelings about this.,Neutral
9057,It’s decent.,Neutral
9058,Would not recommend.,Negative
9059,It's okay.,Neutral
9060,"Fine, I guess.",Neutral
9061,Waste of time.,Negative
9062,It’s alright.,Neutral
9063,Waste of time.,Negative
9064,I'm disappointed.,Negative
9065,Excellent quality.,Positive
9066,Really appreciate this.,Positive
9067,This was amazing!,Positive
9068,Neutral feelings about this.,Neutral
9069,"Fine, I guess.",Neutral
9070,I absolutely loved this!,Positive
9071,It’s alright.,Neutral
9072,"Could be better, could be worse.",Neutral
9073,Great explanation!,Positive
9074,Worst experience ever.,Negative
9075,Really appreciate this.,Positive
9076,"Fine, I guess.",Neutral
9077,Really appreciate this.,Positive
9078,It's okay.,Neutral
9079,I absolutely loved this!,Positive
9080,Not helpful at all.,Negative
9081,It’s decent.,Neutral
9082,Just average.,Neutral
9083,This was amazing!,Positive
9084,Brilliant work!,Positive
9085,I neither liked nor disliked it.,Neutral
9086,Nothing special.,Neutral
9087,Would not recommend.,Negative
9088,I absolutely loved this!,Positive
9089,"Could be better, could be worse.",Neutral
9090,Neutral feelings about this.,Neutral
9091,This was amazing!,Positive
9092,I absolutely loved this!,Positive
9093,Highly recommended!,Positive
9094,Not helpful at all.,Negative
9095,Waste of time.,Negative
9096,I hated it.,Negative
9097,I absolutely loved this!,Positive
9098,Great explanation!,Positive
9099,Not helpful at all.,Negative
9100,Just average.,Neutral
9101,Nothing special.,Neutral
9102,Nothing special.,Neutral
9103,Not helpful at all.,Negative
9104,Worst experience ever.,Negative
9105,Excellent quality.,Positive
9106,This was amazing!,Positive
9107,This was amazing!,Positive
9108,It's okay.,Neutral
9109,This made my day better.,Positive
9110,This is terrible.,Negative
9111,Worst experience ever.,Negative
9112,Nothing special.,Neutral
9113,This is terrible.,Negative
9114,Great explanation!,Positive
9115,Highly recommended!,Positive
9116,"Could be better, could be worse.",Neutral
9117,Neutral feelings about this.,Neutral
9118,This was amazing!,Positive
9119,I neither liked nor disliked it.,Neutral
9120,Excellent quality.,Positive
9121,I absolutely loved this!,Positive
9122,"Fine, I guess.",Neutral
9123,This is terrible.,Negative
9124,Just average.,Neutral
9125,Completely useless.,Negative
9126,Highly recommended!,Positive
9127,Brilliant work!,Positive
9128,Excellent quality.,Positive
9129,I'm disappointed.,Negative
9130,It’s decent.,Neutral
9131,Nothing special.,Neutral
9132,Just average.,Neutral
9133,Waste of time.,Negative
9134,Would not recommend.,Negative
9135,Highly recommended!,Positive
9136,Really bad.,Negative
9137,Brilliant work!,Positive
9138,"Very helpful, thanks!",Positive
9139,Superb content!,Positive
9140,Superb content!,Positive
9141,Highly recommended!,Positive
9142,Waste of time.,Negative
9143,"Could be better, could be worse.",Neutral
9144,It’s decent.,Neutral
9145,I hated it.,Negative
9146,Just average.,Neutral
9147,It’s alright.,Neutral
9148,Excellent quality.,Positive
9149,Very poor explanation.,Negative
9150,"Could be better, could be worse.",Neutral
9151,Nothing special.,Neutral
9152,I'm disappointed.,Negative
9153,Very poor explanation.,Negative
9154,I'm disappointed.,Negative
9155,It’s decent.,Neutral
9156,Brilliant work!,Positive
9157,Really bad.,Negative
9158,This was amazing!,Positive
9159,So-so experience.,Neutral
9160,Brilliant work!,Positive
9161,"Could be better, could be worse.",Neutral
9162,Great explanation!,Positive
9163,I hated it.,Negative
9164,This made my day better.,Positive
9165,It’s decent.,Neutral
9166,I neither liked nor disliked it.,Neutral
9167,Brilliant work!,Positive
9168,This was amazing!,Positive
9169,"Fine, I guess.",Neutral
9170,Excellent quality.,Positive
9171,Highly recommended!,Positive
9172,Highly recommended!,Positive
9173,Excellent quality.,Positive
9174,It's okay.,Neutral
9175,Completely useless.,Negative
9176,It's okay.,Neutral
9177,Not helpful at all.,Negative
9178,It's okay.,Neutral
9179,Not helpful at all.,Negative
9180,Superb content!,Positive
9181,This was amazing!,Positive
9182,Highly recommended!,Positive
9183,"Could be better, could be worse.",Neutral
9184,Neutral feelings about this.,Neutral
9185,Worst experience ever.,Negative
9186,I'm disappointed.,Negative
9187,Not helpful at all.,Negative
9188,This is terrible.,Negative
9189,Just average.,Neutral
9190,Would not recommend.,Negative
9191,Brilliant work!,Positive
9192,It’s alright.,Neutral
9193,Great explanation!,Positive
9194,Superb content!,Positive
9195,"Could be better, could be worse.",Neutral
9196,Really appreciate this.,Positive
9197,Brilliant work!,Positive
9198,Really appreciate this.,Positive
9199,Great explanation!,Positive
9200,Would not recommend.,Negative
9201,Brilliant work!,Positive
9202,Highly recommended!,Positive
9203,Brilliant work!,Positive
9204,Highly recommended!,Positive
9205,So-so experience.,Neutral
9206,Neutral feelings about this.,Neutral
9207,This is terrible.,Negative
9208,I'm disappointed.,Negative
9209,Excellent quality.,Positive
9210,"Very helpful, thanks!",Positive
9211,Waste of time.,Negative
9212,Really appreciate this.,Positive
9213,I'm disappointed.,Negative
9214,Great explanation!,Positive
9215,Completely useless.,Negative
9216,Waste of time.,Negative
9217,Neutral feelings about this.,Neutral
9218,Just average.,Neutral
9219,This made my day better.,Positive
9220,I absolutely loved this!,Positive
9221,I neither liked nor disliked it.,Neutral
9222,Waste of time.,Negative
9223,It’s decent.,Neutral
9224,I neither liked nor disliked it.,Neutral
9225,Highly recommended!,Positive
9226,"Could be better, could be worse.",Neutral
9227,Waste of time.,Negative
9228,Really appreciate this.,Positive
9229,Would not recommend.,Negative
9230,Completely useless.,Negative
9231,I'm disappointed.,Negative
9232,I'm disappointed.,Negative
9233,Superb content!,Positive
9234,Just average.,Neutral
9235,"Could be better, could be worse.",Neutral
9236,Great explanation!,Positive
9237,It’s decent.,Neutral
9238,Really bad.,Negative
9239,Highly recommended!,Positive
9240,This is terrible.,Negative
9241,This was amazing!,Positive
9242,So-so experience.,Neutral
9243,I hated it.,Negative
9244,I absolutely loved this!,Positive
9245,This is terrible.,Negative
9246,Really appreciate this.,Positive
9247,Great explanation!,Positive
9248,So-so experience.,Neutral
9249,This was amazing!,Positive
9250,Just average.,Neutral
9251,So-so experience.,Neutral
9252,Really bad.,Negative
9253,Would not recommend.,Negative
9254,Really appreciate this.,Positive
9255,I absolutely loved this!,Positive
9256,Neutral feelings about this.,Neutral
9257,So-so experience.,Neutral
9258,Not helpful at all.,Negative
9259,Brilliant work!,Positive
9260,Just average.,Neutral
9261,I'm disappointed.,Negative
9262,Waste of time.,Negative
9263,Highly recommended!,Positive
9264,I neither liked nor disliked it.,Neutral
9265,This is terrible.,Negative
9266,This is terrible.,Negative
9267,This is terrible.,Negative
9268,"Fine, I guess.",Neutral
9269,I absolutely loved this!,Positive
9270,Brilliant work!,Positive
9271,I hated it.,Negative
9272,Excellent quality.,Positive
9273,"Could be better, could be worse.",Neutral
9274,I hated it.,Negative
9275,So-so experience.,Neutral
9276,It’s decent.,Neutral
9277,Superb content!,Positive
9278,Completely useless.,Negative
9279,Superb content!,Positive
9280,Really appreciate this.,Positive
9281,I absolutely loved this!,Positive
9282,Excellent quality.,Positive
9283,Great explanation!,Positive
9284,Nothing special.,Neutral
9285,Really bad.,Negative
9286,Excellent quality.,Positive
9287,Very poor explanation.,Negative
9288,Really appreciate this.,Positive
9289,Highly recommended!,Positive
9290,Really bad.,Negative
9291,It's okay.,Neutral
9292,Really bad.,Negative
9293,Excellent quality.,Positive
9294,Superb content!,Positive
9295,Brilliant work!,Positive
9296,I absolutely loved this!,Positive
9297,Excellent quality.,Positive
9298,It’s alright.,Neutral
9299,Highly recommended!,Positive
9300,Just average.,Neutral
9301,Nothing special.,Neutral
9302,Just average.,Neutral
9303,Brilliant work!,Positive
9304,Not helpful at all.,Negative
9305,I neither liked nor disliked it.,Neutral
9306,I'm disappointed.,Negative
9307,"Could be better, could be worse.",Neutral
9308,Superb content!,Positive
9309,Nothing special.,Neutral
9310,Superb content!,Positive
9311,Very poor explanation.,Negative
9312,Really bad.,Negative
9313,I neither liked nor disliked it.,Neutral
9314,Brilliant work!,Positive
9315,Nothing special.,Neutral
9316,Nothing special.,Neutral
9317,I absolutely loved this!,Positive
9318,It’s alright.,Neutral
9319,It’s decent.,Neutral
9320,Highly recommended!,Positive
9321,This was amazing!,Positive
9322,Worst experience ever.,Negative
9323,Great explanation!,Positive
9324,Great explanation!,Positive
9325,Nothing special.,Neutral
9326,"Very helpful, thanks!",Positive
9327,It’s alright.,Neutral
9328,Highly recommended!,Positive
9329,So-so experience.,Neutral
9330,Completely useless.,Negative
9331,Nothing special.,Neutral
9332,Would not recommend.,Negative
9333,Neutral feelings about this.,Neutral
9334,Highly recommended!,Positive
9335,So-so experience.,Neutral
9336,Really bad.,Negative
9337,I neither liked nor disliked it.,Neutral
9338,I absolutely loved this!,Positive
9339,I absolutely loved this!,Positive
9340,Not helpful at all.,Negative
9341,Completely useless.,Negative
9342,Great explanation!,Positive
9343,Really appreciate this.,Positive
9344,Would not recommend.,Negative
9345,This is terrible.,Negative
9346,Worst experience ever.,Negative
9347,Highly recommended!,Positive
9348,I'm disappointed.,Negative
9349,Superb content!,Positive
9350,I'm disappointed.,Negative
9351,"Very helpful, thanks!",Positive
9352,Would not recommend.,Negative
9353,So-so experience.,Neutral
9354,This was amazing!,Positive
9355,I hated it.,Negative
9356,This is terrible.,Negative
9357,Just average.,Neutral
9358,This was amazing!,Positive
9359,It’s decent.,Neutral
9360,Great explanation!,Positive
9361,Highly recommended!,Positive
9362,This was amazing!,Positive
9363,Neutral feelings about this.,Neutral
9364,"Fine, I guess.",Neutral
9365,Great explanation!,Positive
9366,Really appreciate this.,Positive
9367,It’s alright.,Neutral
9368,"Very helpful, thanks!",Positive
9369,So-so experience.,Neutral
9370,This made my day better.,Positive
9371,Just average.,Neutral
9372,This is terrible.,Negative
9373,"Fine, I guess.",Neutral
9374,Not helpful at all.,Negative
9375,Highly recommended!,Positive
9376,Waste of time.,Negative
9377,Waste of time.,Negative
9378,So-so experience.,Neutral
9379,Would not recommend.,Negative
9380,Really appreciate this.,Positive
9381,Neutral feelings about this.,Neutral
9382,Great explanation!,Positive
9383,Great explanation!,Positive
9384,So-so experience.,Neutral
9385,Great explanation!,Positive
9386,It's okay.,Neutral
9387,Just average.,Neutral
9388,I absolutely loved this!,Positive
9389,It's okay.,Neutral
9390,Just average.,Neutral
9391,Brilliant work!,Positive
9392,Neutral feelings about this.,Neutral
9393,Great explanation!,Positive
9394,It's okay.,Neutral
9395,Highly recommended!,Positive
9396,Completely useless.,Negative
9397,Superb content!,Positive
9398,I'm disappointed.,Negative
9399,"Fine, I guess.",Neutral
9400,I absolutely loved this!,Positive
9401,This was amazing!,Positive
9402,This was amazing!,Positive
9403,So-so experience.,Neutral
9404,Brilliant work!,Positive
9405,Highly recommended!,Positive
9406,I absolutely loved this!,Positive
9407,"Could be better, could be worse.",Neutral
9408,Would not recommend.,Negative
9409,Completely useless.,Negative
9410,Worst experience ever.,Negative
9411,This is terrible.,Negative
9412,Highly recommended!,Positive
9413,Brilliant work!,Positive
9414,Not helpful at all.,Negative
9415,I neither liked nor disliked it.,Neutral
9416,It’s decent.,Neutral
9417,Worst experience ever.,Negative
9418,This made my day better.,Positive
9419,Neutral feelings about this.,Neutral
9420,"Could be better, could be worse.",Neutral
9421,I absolutely loved this!,Positive
9422,I neither liked nor disliked it.,Neutral
9423,Great explanation!,Positive
9424,I neither liked nor disliked it.,Neutral
9425,It's okay.,Neutral
9426,I hated it.,Negative
9427,I'm disappointed.,Negative
9428,Highly recommended!,Positive
9429,This was amazing!,Positive
9430,I absolutely loved this!,Positive
9431,Great explanation!,Positive
9432,This was amazing!,Positive
9433,I absolutely loved this!,Positive
9434,Completely useless.,Negative
9435,Not helpful at all.,Negative
9436,It's okay.,Neutral
9437,Excellent quality.,Positive
9438,Superb content!,Positive
9439,Completely useless.,Negative
9440,Really bad.,Negative
9441,It’s decent.,Neutral
9442,Superb content!,Positive
9443,Highly recommended!,Positive
9444,I neither liked nor disliked it.,Neutral
9445,Really bad.,Negative
9446,It's okay.,Neutral
9447,Very poor explanation.,Negative
9448,Waste of time.,Negative
9449,It's okay.,Neutral
9450,Really appreciate this.,Positive
9451,Brilliant work!,Positive
9452,It's okay.,Neutral
9453,Nothing special.,Neutral
9454,This made my day better.,Positive
9455,Highly recommended!,Positive
9456,Really appreciate this.,Positive
9457,Superb content!,Positive
9458,Really appreciate this.,Positive
9459,I hated it.,Negative
9460,This made my day better.,Positive
9461,"Could be better, could be worse.",Neutral
9462,It's okay.,Neutral
9463,This was amazing!,Positive
9464,Very poor explanation.,Negative
9465,I hated it.,Negative
9466,Very poor explanation.,Negative
9467,Neutral feelings about this.,Neutral
9468,This is terrible.,Negative
9469,"Fine, I guess.",Neutral
9470,"Very helpful, thanks!",Positive
9471,I'm disappointed.,Negative
9472,This was amazing!,Positive
9473,Highly recommended!,Positive
9474,Highly recommended!,Positive
9475,Great explanation!,Positive
9476,Really appreciate this.,Positive
9477,Just average.,Neutral
9478,Just average.,Neutral
9479,Waste of time.,Negative
9480,Neutral feelings about this.,Neutral
9481,I absolutely loved this!,Positive
9482,It’s decent.,Neutral
9483,Highly recommended!,Positive
9484,I neither liked nor disliked it.,Neutral
9485,It’s alright.,Neutral
9486,Nothing special.,Neutral
9487,This is terrible.,Negative
9488,Nothing special.,Neutral
9489,This is terrible.,Negative
9490,Excellent quality.,Positive
9491,Excellent quality.,Positive
9492,It’s alright.,Neutral
9493,"Very helpful, thanks!",Positive
9494,This is terrible.,Negative
9495,Nothing special.,Neutral
9496,This made my day better.,Positive
9497,Excellent quality.,Positive
9498,Very poor explanation.,Negative
9499,Superb content!,Positive
9500,"Very helpful, thanks!",Positive
9501,Really appreciate this.,Positive
9502,Highly recommended!,Positive
9503,This made my day better.,Positive
9504,This was amazing!,Positive
